number,value,datetime_start,datetime_complete,duration,params_dim_n_components,params_xgb_alpha,params_xgb_colsample_bynode,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_min_split_loss,params_xgb_subsample,user_attrs_f1_discrepancy,user_attrs_hyperparameters,user_attrs_model_dim,user_attrs_model_xgb,state
42,0.680963,2025-08-10 21:55:40.581369,2025-08-10 21:55:55.485327,0 days 00:00:14.903958,400,15.920756577666925,0.26040354591437964,16.07112443014165,0.0071887879464061135,4,6.675257555151239,4.662700646449394,0.5096717521584957,0.17091699999999999,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=4, xgb_learning_rate=0.0071887879464061135, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.26040354591437964, xgb_subsample=0.5096717521584957, xgb_min_split_loss=4.662700646449394, xgb_min_child_weight=6.675257555151239)",,,COMPLETE
43,0.680843,2025-08-10 21:55:55.486002,2025-08-10 21:56:16.576979,0 days 00:00:21.090977,500,16.721488303477084,0.22279261538223225,14.503244788543512,0.00358447601969025,5,8.417893829412028,4.473103822260331,0.4374867880358998,0.18988700000000003,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00358447601969025, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.22279261538223225, xgb_subsample=0.4374867880358998, xgb_min_split_loss=4.473103822260331, xgb_min_child_weight=8.417893829412028)",,,COMPLETE
44,0.686882,2025-08-10 21:56:16.577578,2025-08-10 21:56:28.769079,0 days 00:00:12.191501,600,15.243762220077992,0.46737827793779096,12.564401776966244,0.006692229685886599,5,7.983936485436069,3.9641946019635275,0.5534421763504936,0.19857100000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.006692229685886599, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.46737827793779096, xgb_subsample=0.5534421763504936, xgb_min_split_loss=3.9641946019635275, xgb_min_child_weight=7.983936485436069)",,,COMPLETE
45,0.679654,2025-08-10 21:56:28.769647,2025-08-10 21:56:45.393253,0 days 00:00:16.623606,300,17.61270156284508,0.37581206306353554,13.791876435842864,0.0050440396699752196,4,12.018929867655118,4.290860241006036,0.5843438701149427,0.12989000000000006,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=4, xgb_learning_rate=0.0050440396699752196, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.37581206306353554, xgb_subsample=0.5843438701149427, xgb_min_split_loss=4.290860241006036, xgb_min_child_weight=12.018929867655118)",,,COMPLETE
46,0.67266,2025-08-10 21:56:45.393790,2025-08-10 21:57:06.966866,0 days 00:00:21.573076,700,13.801065160142473,0.1996311228032484,9.05513999170028,0.0027030843598843217,3,5.6883803403451685,3.4534360714086314,0.6299595981950612,0.10903099999999999,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=3, xgb_learning_rate=0.0027030843598843217, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.1996311228032484, xgb_subsample=0.6299595981950612, xgb_min_split_loss=3.4534360714086314, xgb_min_child_weight=5.6883803403451685)",,,COMPLETE
47,0.681361,2025-08-10 21:57:06.967469,2025-08-10 21:57:27.493774,0 days 00:00:20.526305,1000,11.534995475750446,0.1483980523471159,11.639212023444667,0.003882499230773096,4,6.38473250827893,1.8048487826806792,0.6931027607974906,0.17680399999999996,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=4, xgb_learning_rate=0.003882499230773096, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.1483980523471159, xgb_subsample=0.6931027607974906, xgb_min_split_loss=1.8048487826806792, xgb_min_child_weight=6.38473250827893)",,,COMPLETE
48,0.687945,2025-08-10 21:57:27.494319,2025-08-10 21:57:40.929159,0 days 00:00:13.434840,600,9.986559506652725,0.28716729643870553,10.173783330733508,0.0077428395805373244,5,12.956956136886436,2.0814960392540467,0.6599596297549297,0.23895100000000002,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.0077428395805373244, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.28716729643870553, xgb_subsample=0.6599596297549297, xgb_min_split_loss=2.0814960392540467, xgb_min_child_weight=12.956956136886436)",,,COMPLETE
49,0.687412,2025-08-10 21:57:40.929718,2025-08-10 21:58:02.019710,0 days 00:00:21.089992,1000,10.136814346375473,0.4183163313296131,9.523505368801159,0.007969304503538022,6,12.87193471243203,2.0712358723943676,0.672383253491898,0.294489,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.007969304503538022, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4183163313296131, xgb_subsample=0.672383253491898, xgb_min_split_loss=2.0712358723943676, xgb_min_child_weight=12.87193471243203)",,,COMPLETE
50,0.676155,2025-08-10 21:58:02.020217,2025-08-10 21:58:22.280718,0 days 00:00:20.260501,900,7.608516824149173,0.2898982500425704,8.241386479273643,0.005054475660075565,3,11.596647729150769,1.5902729438426464,0.7719593767691635,0.15991300000000008,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=3, xgb_learning_rate=0.005054475660075565, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.2898982500425704, xgb_subsample=0.7719593767691635, xgb_min_split_loss=1.5902729438426464, xgb_min_child_weight=11.596647729150769)",,,COMPLETE
51,0.691402,2025-08-10 21:58:22.281283,2025-08-10 21:58:43.898259,0 days 00:00:21.616976,600,8.959191734317834,0.33144095875826285,10.373636549458716,0.009940508120096602,5,14.531606841827779,1.5481218869076017,0.6025646199072259,0.293342,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009940508120096602, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.33144095875826285, xgb_subsample=0.6025646199072259, xgb_min_split_loss=1.5481218869076017, xgb_min_child_weight=14.531606841827779)",,,COMPLETE
52,0.691284,2025-08-10 21:58:43.898819,2025-08-10 21:59:06.531282,0 days 00:00:22.632463,600,7.04612710669711,0.32351784189800814,10.229510103282134,0.00924947719749705,4,14.819418470505346,1.1875390190328632,0.6014475206968539,0.273628,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=4, xgb_learning_rate=0.00924947719749705, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.32351784189800814, xgb_subsample=0.6014475206968539, xgb_min_split_loss=1.1875390190328632, xgb_min_child_weight=14.819418470505346)",,,COMPLETE
53,0.692338,2025-08-10 21:59:06.531948,2025-08-10 21:59:21.476069,0 days 00:00:14.944121,600,7.160653337049986,0.3301168428458615,9.933907056099091,0.009661409133661694,5,14.622661678134886,1.2065960718139948,0.5982556383671929,0.26987799999999995,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009661409133661694, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3301168428458615, xgb_subsample=0.5982556383671929, xgb_min_split_loss=1.2065960718139948, xgb_min_child_weight=14.622661678134886)",,,COMPLETE
54,0.691932,2025-08-10 21:59:21.476647,2025-08-10 21:59:37.652616,0 days 00:00:16.175969,600,6.9138622767626305,0.3306236100143229,8.894500927244355,0.009879112048895893,5,14.828092287110481,1.1913809757561462,0.5954094426092221,0.278551,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009879112048895893, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3306236100143229, xgb_subsample=0.5954094426092221, xgb_min_split_loss=1.1913809757561462, xgb_min_child_weight=14.828092287110481)",,,COMPLETE
55,0.687423,2025-08-10 21:59:37.653483,2025-08-10 22:00:03.219960,0 days 00:00:25.566477,400,6.722175319267039,0.3247092967738073,8.588984764467963,0.009840931468578428,7,14.802399430469213,1.176036814449558,0.6055571361077859,0.306013,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.009840931468578428, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3247092967738073, xgb_subsample=0.6055571361077859, xgb_min_split_loss=1.176036814449558, xgb_min_child_weight=14.802399430469213)",,,COMPLETE
56,0.688613,2025-08-10 22:00:03.220544,2025-08-10 22:00:20.945844,0 days 00:00:17.725300,500,6.136173666006543,0.3723322666435606,7.617987186657071,0.009135205885739316,6,16.254806663586386,1.1859089470789312,0.5835705461499293,0.2950959999999999,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.009135205885739316, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3723322666435606, xgb_subsample=0.5835705461499293, xgb_min_split_loss=1.1859089470789312, xgb_min_child_weight=16.254806663586386)",,,COMPLETE
57,0.691808,2025-08-10 22:00:20.946388,2025-08-10 22:00:40.943424,0 days 00:00:19.997036,500,8.597590386445583,0.329473360915653,10.3437978757532,0.00784056143029728,5,14.68993051279039,1.8295412145859455,0.6204097416874017,0.27346500000000007,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00784056143029728, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.329473360915653, xgb_subsample=0.6204097416874017, xgb_min_split_loss=1.8295412145859455, xgb_min_child_weight=14.68993051279039)",,,COMPLETE
58,0.694835,2025-08-10 22:00:40.943997,2025-08-10 22:00:59.372794,0 days 00:00:18.428797,500,8.475165935714745,0.3344919604339814,10.339390170409093,0.008297441871567545,5,14.731407532183132,1.7605873907863392,0.557066688419849,0.265776,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.008297441871567545, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3344919604339814, xgb_subsample=0.557066688419849, xgb_min_split_loss=1.7605873907863392, xgb_min_child_weight=14.731407532183132)",,,COMPLETE
59,0.690447,2025-08-10 22:00:59.373367,2025-08-10 22:01:13.936450,0 days 00:00:14.563083,300,8.043881692334034,0.340496817629465,10.443581842557915,0.008506711746434366,6,17.25302228765327,1.8318868413995726,0.5401408314772316,0.247703,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.008506711746434366, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.340496817629465, xgb_subsample=0.5401408314772316, xgb_min_split_loss=1.8318868413995726, xgb_min_child_weight=17.25302228765327)",,,COMPLETE
60,0.691445,2025-08-10 22:01:13.937042,2025-08-10 22:01:30.072768,0 days 00:00:16.135726,500,8.681585760944197,0.3350903990669391,9.61251604971175,0.009919746259043684,5,14.587003482442183,1.1300185024915677,0.6097476828634582,0.27222999999999997,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009919746259043684, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3350903990669391, xgb_subsample=0.6097476828634582, xgb_min_split_loss=1.1300185024915677, xgb_min_child_weight=14.587003482442183)",,,COMPLETE
61,0.690582,2025-08-10 22:01:30.073246,2025-08-10 22:01:48.169826,0 days 00:00:18.096580,500,8.647083047675537,0.3385388931303565,11.226590173648772,0.009983015702516225,5,14.68303051397661,1.2674149709639593,0.602219929973005,0.282737,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009983015702516225, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3385388931303565, xgb_subsample=0.602219929973005, xgb_min_split_loss=1.2674149709639593, xgb_min_child_weight=14.68303051397661)",,,COMPLETE
62,0.692514,2025-08-10 22:01:48.170394,2025-08-10 22:02:10.942824,0 days 00:00:22.772430,500,6.782570709552649,0.36805023819380317,9.615792029834282,0.007619056528493293,5,15.858015605653787,1.0076076813055677,0.4997958156713893,0.28702000000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.007619056528493293, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.36805023819380317, xgb_subsample=0.4997958156713893, xgb_min_split_loss=1.0076076813055677, xgb_min_child_weight=15.858015605653787)",,,COMPLETE
63,0.689466,2025-08-10 22:02:10.943363,2025-08-10 22:02:25.919044,0 days 00:00:14.975681,400,5.717473681334125,0.3671529640856045,9.593010905404663,0.0075377698170663214,5,15.863928202319514,1.0827115561446459,0.4509344209508893,0.24341000000000002,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.0075377698170663214, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3671529640856045, xgb_subsample=0.4509344209508893, xgb_min_split_loss=1.0827115561446459, xgb_min_child_weight=15.863928202319514)",,,COMPLETE
64,0.688467,2025-08-10 22:02:25.919651,2025-08-10 22:02:45.953662,0 days 00:00:20.034011,500,8.65602565213533,0.3085853385102925,8.971836147197449,0.007285228304596637,6,15.686231798377774,1.7566170063294906,0.4952591650502455,0.2838449999999999,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.007285228304596637, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3085853385102925, xgb_subsample=0.4952591650502455, xgb_min_split_loss=1.7566170063294906, xgb_min_child_weight=15.686231798377774)",,,COMPLETE
65,0.6847,2025-08-10 22:02:45.954188,2025-08-10 22:03:03.951095,0 days 00:00:17.996907,500,7.246856302873023,0.39119463870582794,6.89052113937557,0.0044714517578646595,5,16.503203469992044,1.5048620972653237,0.5515026040989567,0.22939700000000007,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.0044714517578646595, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.39119463870582794, xgb_subsample=0.5515026040989567, xgb_min_split_loss=1.5048620972653237, xgb_min_child_weight=16.503203469992044)",,,COMPLETE
66,0.691624,2025-08-10 22:03:03.951668,2025-08-10 22:03:25.333871,0 days 00:00:21.382203,400,9.218848285442299,0.3529071469176471,9.612429474083829,0.00863021418923034,6,14.34858730208012,1.316825718699406,0.6348598444863195,0.28608900000000004,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.00863021418923034, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3529071469176471, xgb_subsample=0.6348598444863195, xgb_min_split_loss=1.316825718699406, xgb_min_child_weight=14.34858730208012)",,,COMPLETE
67,0.685967,2025-08-10 22:03:25.334468,2025-08-10 22:03:45.250110,0 days 00:00:19.915642,300,8.104345387366358,0.3561909388790129,9.629752695046966,0.005409490807831373,8,15.346882498582668,1.3263320398869818,0.6317560583252709,0.262826,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=8, xgb_learning_rate=0.005409490807831373, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3561909388790129, xgb_subsample=0.6317560583252709, xgb_min_split_loss=1.3263320398869818, xgb_min_child_weight=15.346882498582668)",,,COMPLETE
68,0.690314,2025-08-10 22:03:45.250664,2025-08-10 22:04:02.621128,0 days 00:00:17.370464,400,6.396794437668274,0.27478135704547435,8.323985051260443,0.008296101272405303,6,13.558989842041841,1.0258115277832607,0.27510110817483596,0.28088,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.008296101272405303, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.27478135704547435, xgb_subsample=0.27510110817483596, xgb_min_split_loss=1.0258115277832607, xgb_min_child_weight=13.558989842041841)",,,COMPLETE
69,0.691323,2025-08-10 22:04:02.621671,2025-08-10 22:04:21.115756,0 days 00:00:18.494085,400,5.23017507039358,0.41788529375576705,7.804627802399138,0.0068644592809716,6,18.110264951238214,1.3091823096433022,0.5066936376960206,0.274682,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.0068644592809716, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.41788529375576705, xgb_subsample=0.5066936376960206, xgb_min_split_loss=1.3091823096433022, xgb_min_child_weight=18.110264951238214)",,,COMPLETE
70,0.645839,2025-08-10 22:04:21.116339,2025-08-10 22:04:24.617610,0 days 00:00:03.501271,500,7.458957339266078,0.38488239030798915,10.764022990470375,0.00019267149149790634,5,14.38708766277573,1.1127929667974124,0.38180178539557463,0.06563699999999995,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00019267149149790634, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.38488239030798915, xgb_subsample=0.38180178539557463, xgb_min_split_loss=1.1127929667974124, xgb_min_child_weight=14.38708766277573)",,,COMPLETE
71,0.690129,2025-08-10 22:04:24.618090,2025-08-10 22:04:46.838597,0 days 00:00:22.220507,600,9.298134194297994,0.33464286426125106,9.733306979313479,0.008533941905944907,7,15.220855572967766,1.5114840266160672,0.574154872039649,0.299318,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.008533941905944907, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.33464286426125106, xgb_subsample=0.574154872039649, xgb_min_split_loss=1.5114840266160672, xgb_min_child_weight=15.220855572967766)",,,COMPLETE
72,0.690889,2025-08-10 22:04:46.839187,2025-08-10 22:05:06.405870,0 days 00:00:19.566683,600,9.121675077619162,0.3057109800455658,10.55211012612367,0.008680155120124104,5,14.326991888987498,1.6852708048766436,0.6185191748200337,0.27930600000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.008680155120124104, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3057109800455658, xgb_subsample=0.6185191748200337, xgb_min_split_loss=1.6852708048766436, xgb_min_child_weight=14.326991888987498)",,,COMPLETE
73,0.640884,2025-08-10 22:05:06.406384,2025-08-10 22:05:13.692239,0 days 00:00:07.285855,500,8.263432770267567,0.357136477275468,11.416415225180275,0.00010617705968063447,5,13.526900095882297,1.407237941069269,0.6367318019606667,0.06037199999999998,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00010617705968063447, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.357136477275468, xgb_subsample=0.6367318019606667, xgb_min_split_loss=1.407237941069269, xgb_min_child_weight=13.526900095882297)",,,COMPLETE
74,0.688062,2025-08-10 22:05:13.692738,2025-08-10 22:05:32.716533,0 days 00:00:19.023795,400,9.7302665341028,0.3478089605859173,9.233576744445259,0.0065259162718571875,6,16.796967414150085,1.9718945999580242,0.5317470547199241,0.26568900000000006,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.0065259162718571875, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3478089605859173, xgb_subsample=0.5317470547199241, xgb_min_split_loss=1.9718945999580242, xgb_min_child_weight=16.796967414150085)",,,COMPLETE
75,0.688649,2025-08-10 22:05:32.717137,2025-08-10 22:05:59.105541,0 days 00:00:26.388404,500,6.901164592250074,0.2716163442731913,5.707409873651388,0.005752644129273525,5,17.356373367621824,1.5505639646329439,0.5609264376515845,0.2805190000000001,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.005752644129273525, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.2716163442731913, xgb_subsample=0.5609264376515845, xgb_min_split_loss=1.5505639646329439, xgb_min_child_weight=17.356373367621824)",,,COMPLETE
76,0.68966,2025-08-10 22:05:59.106182,2025-08-10 22:06:16.258850,0 days 00:00:17.152668,600,8.556020781906374,0.39420026764713656,8.693371061255617,0.007782524211271677,5,15.592952554366283,1.250530394255225,0.46204705680674546,0.26892099999999997,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.007782524211271677, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.39420026764713656, xgb_subsample=0.46204705680674546, xgb_min_split_loss=1.250530394255225, xgb_min_child_weight=15.592952554366283)",,,COMPLETE
77,0.684556,2025-08-10 22:06:16.259548,2025-08-10 22:06:28.660634,0 days 00:00:12.401086,300,7.741586140071547,0.3140868393160133,10.939304736317764,0.009081894933485534,5,14.271743035023222,1.141595603047276,0.5923225156629258,0.21497,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009081894933485534, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3140868393160133, xgb_subsample=0.5923225156629258, xgb_min_split_loss=1.141595603047276, xgb_min_child_weight=14.271743035023222)",,,COMPLETE
78,0.690774,2025-08-10 22:06:28.661157,2025-08-10 22:06:48.722153,0 days 00:00:20.060996,600,10.539577699939832,0.33374112139566686,9.958350983767327,0.009944357188146747,9,16.21549418175008,2.313289047004705,0.646511590585554,0.29255200000000003,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=9, xgb_learning_rate=0.009944357188146747, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.33374112139566686, xgb_subsample=0.646511590585554, xgb_min_split_loss=2.313289047004705, xgb_min_child_weight=16.21549418175008)",,,COMPLETE
79,0.690838,2025-08-10 22:06:48.722763,2025-08-10 22:07:10.059652,0 days 00:00:21.336889,500,6.497511803273663,0.30382084712220164,8.16039957556089,0.006686683793620125,6,14.920338563535793,1.3593170340312684,0.6865685548214874,0.28361100000000006,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.006686683793620125, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.30382084712220164, xgb_subsample=0.6865685548214874, xgb_min_split_loss=1.3593170340312684, xgb_min_child_weight=14.920338563535793)",,,COMPLETE
80,0.671987,2025-08-10 22:07:10.060246,2025-08-10 22:08:04.182510,0 days 00:00:54.122264,400,5.724199280797695,0.3591847551520687,9.378706657014087,0.000648463474874276,5,13.78754569482525,1.003599064224692,0.7256761186165073,0.16670200000000002,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.000648463474874276, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3591847551520687, xgb_subsample=0.7256761186165073, xgb_min_split_loss=1.003599064224692, xgb_min_child_weight=13.78754569482525)",,,COMPLETE
81,0.692615,2025-08-10 22:08:04.183086,2025-08-10 22:08:22.203409,0 days 00:00:18.020323,500,5.6244440091803565,0.4246669246676009,7.583579163702386,0.007359818804900771,6,14.610823040221948,1.2809293028364712,0.4999808271518088,0.28457299999999996,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.007359818804900771, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4246669246676009, xgb_subsample=0.4999808271518088, xgb_min_split_loss=1.2809293028364712, xgb_min_child_weight=14.610823040221948)",,,COMPLETE
82,0.692734,2025-08-10 22:08:22.203931,2025-08-10 22:08:45.014686,0 days 00:00:22.810755,500,5.771280818209718,0.43541385288293155,8.705311277920014,0.007459268182757699,7,13.290750793959415,1.244286135763519,0.47420480303357637,0.298141,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.007459268182757699, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.43541385288293155, xgb_subsample=0.47420480303357637, xgb_min_split_loss=1.244286135763519, xgb_min_child_weight=13.290750793959415)",,,COMPLETE
83,0.690179,2025-08-10 22:08:45.015300,2025-08-10 22:09:22.401096,0 days 00:00:37.385796,500,6.054472534029727,0.4237615560279222,7.066814389642589,0.005383460602030997,7,12.65561307343976,1.1209525278608157,0.4633234585077023,0.30397300000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.005383460602030997, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4237615560279222, xgb_subsample=0.4633234585077023, xgb_min_split_loss=1.1209525278608157, xgb_min_child_weight=12.65561307343976)",,,COMPLETE
84,0.688065,2025-08-10 22:09:22.401665,2025-08-10 22:09:38.583952,0 days 00:00:16.182287,500,5.222971807723786,0.4452688562234206,8.825843538833068,0.007377522589752808,7,13.286574138309263,1.2631808306827266,0.47990985615137777,0.28188099999999994,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.007377522589752808, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4452688562234206, xgb_subsample=0.47990985615137777, xgb_min_split_loss=1.2631808306827266, xgb_min_child_weight=13.286574138309263)",,,COMPLETE
85,0.686087,2025-08-10 22:09:38.584557,2025-08-10 22:09:59.708151,0 days 00:00:21.123594,500,5.796117339463262,0.40259982081703316,7.810477441616076,0.0061468920616138956,8,14.103078774673461,1.4562959876952557,0.40682533850868074,0.292949,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=8, xgb_learning_rate=0.0061468920616138956, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.40259982081703316, xgb_subsample=0.40682533850868074, xgb_min_split_loss=1.4562959876952557, xgb_min_child_weight=14.103078774673461)",,,COMPLETE
