trial_number,timestamp,val_f1,train_f1,f1_discrepancy,val_err,train_err,err_discrepancy,hp_dim_n_components,hp_xgb_max_depth,hp_xgb_learning_rate,hp_xgb_subsample,hp_xgb_colsample_bynode,hp_xgb_min_child_weight,hp_xgb_min_split_loss,hp_xgb_lambda,hp_xgb_alpha,hp_val_split,hp_seed,hp_num_rounds,hp_early_stopping_rounds,hp_dim_reduction_method,hp_xgb_num_parallel_tree
81,2025-08-10T22:08:04.183098,0.692615,0.977188,0.28457299999999996,0.289351178353215,0.02162948593598448,0.26772169241723054,500,6,0.007359818804900771,0.4999808271518088,0.4246669246676009,14.610823040221948,1.2809293028364712,7.583579163702386,5.6244440091803565,0.4,42,100000,500,svd,1
82,2025-08-10T22:08:22.203951,0.692734,0.990875,0.298141,0.28716904276985744,0.00863239573229874,0.2785366470375587,500,7,0.007459268182757699,0.47420480303357637,0.43541385288293155,13.290750793959415,1.244286135763519,8.705311277920014,5.771280818209718,0.4,42,100000,500,svd,1
83,2025-08-10T22:08:45.015312,0.690179,0.994152,0.30397300000000005,0.28862379982542913,0.0055286129970902,0.28309518682833895,500,7,0.005383460602030997,0.4633234585077023,0.4237615560279222,12.65561307343976,1.1209525278608157,7.066814389642589,6.054472534029727,0.4,42,100000,500,svd,1
84,2025-08-10T22:09:22.401676,0.688065,0.969946,0.28188099999999994,0.2945883037532732,0.02851600387972842,0.2660722998735448,500,7,0.007377522589752808,0.47990985615137777,0.4452688562234206,13.286574138309263,1.2631808306827266,8.825843538833068,5.222971807723786,0.4,42,100000,500,svd,1
85,2025-08-10T22:09:38.584570,0.686087,0.979036,0.292949,0.2956066336921734,0.01988360814742968,0.2757230255447437,500,8,0.0061468920616138956,0.40682533850868074,0.40259982081703316,14.103078774673461,1.4562959876952557,7.810477441616076,5.796117339463262,0.4,42,100000,500,svd,1
86,2025-08-10T22:09:59.708689,0.689624,0.977184,0.28756000000000004,0.2924061681699156,0.02162948593598448,0.27077668223393114,500,6,0.008235822602536216,0.5205006768578686,0.4612513776244774,12.156476960780598,1.6653737019989143,19.86261890791468,7.318136901901376,0.4,42,100000,500,svd,1
87,2025-08-10T22:10:19.388971,0.690929,0.987505,0.29657599999999995,0.29007855688100087,0.01183317167798254,0.27824538520301834,400,7,0.004568876709414079,0.42021571544664865,0.48917465647196257,15.040738177832845,1.3688499354618568,6.376904595160418,6.581511804997346,0.4,42,100000,500,svd,1
88,2025-08-10T22:10:51.827192,0.676491,0.910258,0.23376700000000006,0.31029967995344776,0.08564500484966052,0.22465467510378723,100,6,0.007089268373043715,0.5017202626635912,0.37950474484245084,13.180092920490436,1.1093160821951722,11.81821160876364,5.502883753004513,0.4,42,100000,500,svd,1
89,2025-08-10T22:11:08.564734,0.689794,0.969353,0.279559,0.29211521675880125,0.02909796314258002,0.26301725361622125,600,6,0.0031012167743589138,0.5477240149498714,0.43322817240989026,13.745140862977317,2.625890540010935,6.334670819413597,8.302216926377314,0.4,42,100000,500,svd,1
90,2025-08-10T22:11:41.792079,0.686272,0.964783,0.27851099999999995,0.2966249636310736,0.03346265761396702,0.26316230601710655,400,7,0.00621788581349942,0.48640229406063595,0.4041887439458548,15.354232889967221,1.1882136079256171,9.242552045630484,7.794811432846325,0.4,42,100000,500,svd,1
91,2025-08-10T22:12:00.662304,0.686585,0.962444,0.27585899999999997,0.2966249636310736,0.03569350145489816,0.26093146217617547,600,5,0.009023257393092086,0.5749848688570469,0.3663495991957705,14.636166718548028,1.5726563583860649,9.827524300172048,8.971663067501401,0.4,42,100000,500,svd,1
92,2025-08-10T22:12:16.339962,0.694843,0.968967,0.27412400000000003,0.28818737270875766,0.02948593598448108,0.2587014367242766,600,5,0.00807388460154254,0.6171842834388237,0.346247800324958,14.487334551606045,1.4534633113605888,10.37743424425489,9.793785073461505,0.4,42,100000,500,svd,1
93,2025-08-10T22:12:36.181402,0.68966,0.976066,0.28640599999999994,0.29386092522548735,0.02269641125121242,0.27116451397427493,500,5,0.007823356649935068,0.6192360468927915,0.3500049967895142,14.119155471151693,1.2587508589515708,8.521636357714673,9.563768303036763,0.4,42,100000,500,svd,1
94,2025-08-10T22:12:59.636922,0.695097,0.975154,0.280057,0.2873145184754146,0.02356935014548982,0.2637451683299248,600,5,0.00556178353250608,0.5635517015265841,0.29465651555894085,15.509993186959967,1.457161565140586,8.047558328691794,6.920562038774711,0.4,42,100000,500,svd,1
95,2025-08-10T22:13:27.017826,0.684746,0.965496,0.28075000000000006,0.2966249636310736,0.03278370514064016,0.26384125849043344,700,6,0.004142979263668495,0.5591536932469499,0.26699741505258484,16.065727173472627,1.4586409117246586,7.302187163144481,6.167134623879887,0.4,42,100000,500,svd,1
96,2025-08-10T22:13:51.214917,0.690977,0.965207,0.2742300000000001,0.2924061681699156,0.03307468477206595,0.25933148339784967,600,5,0.005155910995394375,0.5320242083771699,0.290980808724729,15.54506025528591,1.799508124215413,8.01465173378004,6.997248083000288,0.4,42,100000,500,svd,1
97,2025-08-10T22:14:16.324856,0.6856,0.958273,0.27267300000000005,0.2960430608088449,0.03967022308438409,0.25637283772446084,700,5,0.005657200800231989,0.44425471400701666,0.23746538622956742,15.138897501914967,1.3932726827726756,10.664260818428776,7.23898205239842,0.4,42,100000,500,svd,1
98,2025-08-10T22:14:38.034910,0.676081,0.89524,0.219159,0.3086994471923189,0.09990300678952474,0.20879644040279416,600,6,0.0009553338712854657,0.585861446319646,0.47352122015918496,16.635998862862692,1.9054444436585676,10.158045261704396,5.061773886250032,0.4,42,100000,500,svd,1
99,2025-08-10T22:15:22.665845,0.686982,0.992514,0.305532,0.29138783823101544,0.00708050436469447,0.28430733386632095,700,8,0.006575836658393546,0.6479732034298631,0.31976546012235135,15.699353542324019,1.7487940178972767,7.447615573064747,6.266074889144477,0.4,42,100000,500,svd,1
100,2025-08-10T22:15:49.757761,0.690927,0.913721,0.22279400000000005,0.29429735234215887,0.08225024248302619,0.21204710985913267,600,4,0.007306169371334364,0.5175989921493516,0.3859960388527554,13.847597089981367,1.6165784969314863,11.171381169273184,6.840675981692053,0.4,42,100000,500,svd,1
101,2025-08-10T22:16:06.203765,0.688515,0.951171,0.262656,0.2956066336921734,0.04645974781765277,0.2491468858745206,500,5,0.00891823140224349,0.6162577076823856,0.34235478745992165,14.409514280339794,1.0964281537792215,9.060048492723736,8.389662231993892,0.4,42,100000,500,svd,1
