number,value,datetime_start,datetime_complete,duration,params_C,params_k_features,params_l1_ratio,params_max_df,params_max_features,params_max_iter,params_min_df,params_ngram_max,params_penalty,params_solver,params_sublinear_tf,state
188,0.7116529997172562,2025-08-10 23:24:24.790192,2025-08-10 23:24:25.239595,0 days 00:00:00.449403,1.6555792267542082,8000,,0.9774158882672768,50000,2000,3,2,l2,lbfgs,True,COMPLETE
189,0.7162166836532131,2025-08-10 23:24:25.240304,2025-08-10 23:24:25.690296,0 days 00:00:00.449992,1.006059607325947,8000,,0.9700838665543828,50000,2000,2,2,l2,lbfgs,True,COMPLETE
190,0.7006217950854858,2025-08-10 23:24:25.690889,2025-08-10 23:24:26.100183,0 days 00:00:00.409294,0.06874439567215603,8000,,0.9761478523794684,50000,2000,2,2,l2,lbfgs,True,COMPLETE
191,0.7160804186341317,2025-08-10 23:24:26.100927,2025-08-10 23:24:26.564465,0 days 00:00:00.463538,1.2081887745182596,8000,,0.969973334700091,50000,2000,2,2,l2,lbfgs,True,COMPLETE
192,0.7152332216617425,2025-08-10 23:24:26.565116,2025-08-10 23:24:27.016028,0 days 00:00:00.450912,1.3148997957954924,8000,,0.9738813234443462,50000,2000,2,2,l2,lbfgs,True,COMPLETE
193,0.7166541907352346,2025-08-10 23:24:27.016674,2025-08-10 23:24:27.477150,0 days 00:00:00.460476,1.1166622649066666,8000,,0.9799904654953121,50000,2000,2,2,l2,lbfgs,True,COMPLETE
194,0.7165225464152558,2025-08-10 23:24:27.477955,2025-08-10 23:24:27.920563,0 days 00:00:00.442608,0.9664994173517817,8000,,0.9801048829436072,50000,2000,2,2,l2,lbfgs,True,COMPLETE
195,0.7164840518708395,2025-08-10 23:24:27.921172,2025-08-10 23:24:28.402326,0 days 00:00:00.481154,0.941943186426177,8000,,0.9804507427361568,30000,2000,2,2,l2,lbfgs,True,COMPLETE
196,0.7163089250928916,2025-08-10 23:24:28.403022,2025-08-10 23:24:28.864526,0 days 00:00:00.461504,0.936200173198178,8000,,0.9800656080496756,30000,2000,2,2,l2,liblinear,True,COMPLETE
197,0.7148788450016232,2025-08-10 23:24:28.865162,2025-08-10 23:24:29.323787,0 days 00:00:00.458625,0.6366336148685356,8000,,0.9805530319086365,30000,2000,2,2,l2,lbfgs,True,COMPLETE
198,0.7149673655235469,2025-08-10 23:24:29.324422,2025-08-10 23:24:29.772502,0 days 00:00:00.448080,1.523154614467404,8000,,0.9772054778131721,30000,2000,2,2,l2,lbfgs,True,COMPLETE
199,0.7146416534915817,2025-08-10 23:24:29.773211,2025-08-10 23:24:30.241109,0 days 00:00:00.467898,1.8817774494558166,15000,,0.983965536242584,30000,2000,1,2,l2,lbfgs,True,COMPLETE
